('A股历史上的底部：股价底，经济底，估值底 那个先来？$跃岭股份 sz002725$$保利地产 sh600048$$海南瑞泽 sz002596$ 杨超分析的...', '2018-07-24 08:29:18')
('002725跃岭股份继续的走强拉升，触及涨停，上周就逆势的拉了两个涨停板了，大家要注意看能否回封涨停。', '2018-06-25 02:29:29')
('$跃岭股份 sz002725$ 这大资金，做t别怕。。。。。这资金格局不怎么样。手法还行。。。', '2018-06-25 02:26:48')
('002725跃岭股份出清，300505川金诺出清，空仓等待中，这个市场不缺乏机会，缺乏的是信心和忍耐。', '2018-06-25 02:18:15')
('权重股杀跌，而中小盘苦撑，这个时候还能红盘的题材股一般都是很优秀的至少都是成长性很不错的个股，这些个股被市场错杀终归还是会回归应有价值的，刚刚与大家分享的#跃岭股份 sz002725[股票]# 封死涨停板，大家注意下此股，上周逆势的连拉两板就说明主力将开始有新一轮动作了。', '2018-06-25 02:10:46')
('跃岭股份，今天明显是有资金在做这个反包。不过我还是卖了。感谢这波资金。希望能封住，不然明天又要核按钮。）这个市场，不要跟我讲天长地久，就玩图形炒筹码', '2018-06-25 02:07:37')
('没买到的跃岭股份又要涨停了！！盛宏股份底部拉起来也至少有10个点了', '2018-06-25 02:03:25')
('超低价股龙一#猛狮科技 sz002684[股票]# ,龙二,#兄弟科技 sz002562[股票]# 跟随异动!大白马 #恒瑞医药 sh600276[股票]# ，#泰格医药 sz300347[股票]# 都顽强新高，这类股票，是可以长期投资的品种，#泰格医药 sz300347[股票]# 是我上周提示关注的，有把握到到朋友盈利不错，大家继续注意跟踪。次新+高 ...展开全文c', '2018-06-25 02:01:44')
('sz002725(跃岭股份)（002725）逆市涨停板，牛气冲天，亚林挖掘出来的逆市潜力牛股，早盘止盈的朋友不要觉得遗憾。#牛股推荐# #沪港通# @微博股票 $猛狮科技 sz002684$ $中兴通讯 sz000063$', '2018-06-25 01:59:34')
('今天又低吸了个 涨停板！$跃岭股份 sz002725$ #投资达人说# 点赞！！', '2018-06-25 01:57:40')
('#跃岭股份 sz002725[股票]# 和#集泰股份 sz002909[股票]# ,#超频三 sz300647[股票]# ,#会畅通讯 sz300578[股票]# ,都是除权股比较强势品种', '2018-06-25 01:55:42')
('股如其名，跃岭股份真的像是在跃岭', '2018-06-25 01:53:25')
('跃岭股份（002725）再度涨停，不是今天一开盘就拉涨停，而是经过不断的震荡洗盘后才拉涨停，这样的走势更为稳健积极，这样的涨势会才会持续。', '2018-06-25 01:52:47')
('跃岭股份，今天离低吸买入价就差那么一点点，没上车，放牛了。猛狮科技也放牛了。', '2018-06-25 01:52:27')
('猛狮科技 还是有资金点火了！今晚应该也会特停！跃岭股份也封住了！个股还是相当精彩的#今日看盘# 网页链接', '2018-06-25 01:51:47')
('大家注意下盘面，今天蓝筹股暴跌的不少哦，比如航空运输板块集体大跌。本身航空股前期牛了很牛，周期进入调整周期后存量资金一直都在下滑，这说明波段性流出资金加大。此外，权重保险板块杀跌也厉害，这些蓝筹集体杀跌对于指数的拖累是非常明显的。#投资达人说# $跃岭股份 sz002725$', '2018-06-25 01:49:01')
('午后大盘继续下跌，回补缺口体现了大盘的弱势，降准也刺激不了大盘的反弹，筑底还是需要个过程，世名科技 今天的反弹也很给力，跃岭股份 也还可以，这两票的持续性可以跟一跟，世名科技上周也重点提示过的#原创首发# #今日看盘# #投资达人说# @微博股票 $猛狮科技 sz002684$¢跃岭股份 sz00 ...展开全文c', '2018-06-25 01:41:28')
('今日消息：常山药业 说“中国1.4亿人阳痿” 遭证监局罚60万。这票今天涨停了......咱们市场好多利多和利空不能用常态来看,可能遭罚款罚60万是低于市场预期的，再加之超跌利空出尽了,往往很多东西都是主力操控的。#投资达人说# $跃岭股份 sz002725$', '2018-06-25 01:39:19')
('虽然说市场突破了5日线压制，但是分化还是十分的明显，有的个股反弹强，有的微强，有的偏弱震荡，中小题材明显强于蓝筹，个股方面，我们持有的$跃岭股份 sz002725$午后继续的走强拉升，上周就逆势的拉了两个涨停板了，大家要注意看能否出新高哈。', '2018-06-25 01:29:51')
('盘前瑞雯提示把上周五抄底的跃岭股份止盈出来，目前该股依旧还是比较活跃，但是大盘已经弱势震荡了，没有量能的市场，所以早盘我们止盈出来是非常正确的#投资达人说 # #华谊兄弟 sz300027[股票]# #中兴通讯 sz000063[股票]# #今日看盘# #原创首发# @微博股票', '2018-06-25 01:19:03')
('跃岭股份（002725）还不错，刚刚最高上涨6个点左右，该股利民上周五早盘盘中提示给大家逢低把握上车机会的个股，上周五没有什么获利，周五有跟上利民步伐的朋友看见5个点利润，可以只有出来啦。#牛股推荐# #沪港通# @微博股票 $猛狮科技 sz002684$ $中兴通讯 sz000063$', '2018-06-24 23:25:20')
('盘面不杀没意思周五抄底预期怡达股份，周一建仓跃岭股份通通大获利润，你跟上节奏了么', '2018-06-24 23:20:51')
('今天不买股了，开盘那会想抄底盛宏股份跟跃岭股份的低，全拉起来了', '2018-06-24 22:57:47')
('周末的这几天时间，老李都在关注消息面的变化，同时也在寻找超跌的牛股在潜伏，直播间前面推荐的合纵科技300477超跌了近腰斩，上周五逆势的开始表现，说明有资金在接力，做好这个超跌反弹先。 #投资达人说# $跃岭股份 sz002725$', '2018-06-24 22:54:18')
('我们上周二圈内推送后两连板出局的次新+汽配+高送走填权概念股$跃岭股份 sz002725$ 跃岭股份也反弹拉高（请勿追买，看看就行，体会什么是活跃股就可以了，找盘感）\ue627 今日看盘 \ue627 微博股票 \ue627 新浪理财师', '2018-06-24 22:52:09')
('跃岭股份，一直在等20日线的低吸买点，结果提早起飞了。', '2018-06-24 22:47:21')
('我刚对微博组合网页链接进行了调仓操作：跃岭股份卖出后还会买入，做个差价', '2018-06-24 22:22:58')
('深深宝A 中原特钢 跃岭股份 的策略都已经在这里写的很明白了 这些都属于消遣娱乐票 删除自选了 网页链接', '2018-06-24 22:21:41')
('A股最全庄家洗盘信号：一旦牢记 永不被庄家洗出局！$宏辉果蔬 sh603336$ $莱茵体育 sz000558$ $跃岭股份 sz002725$ $阿科力 sh603722$ 胡亦彰的秒...', '2018-06-24 21:45:24')
('42岁杭州女股民首次透露：“线上阴线，线下阳线”炒股变得更简单$宏辉果蔬 sh603336$ $莱茵体育 sz000558$ $跃岭股份 sz002725$ $阿科力 sh603722$ 胡亦彰的秒...', '2018-06-24 21:44:20')
('早盘计划:昨天宣布的降水无疑会对市场有强心剂的作用，高开是肯定的，上午不会卖出任何股票，目前五成仓位，三成$星网宇达 sz002829$ ，两成$跃岭股份 sz002725$', '2018-06-24 19:56:57')
('股市唯一不欺骗人“成交量”买入，句句真理，一但学会股市是印钞 $赞宇科技 sz002637$ $远望谷 sz002161$$晓程科技 sz300139$ $跃岭股份 sz002725$ 凌_BLove新...', '2018-06-24 03:07:37')
('"CCI"才是股市唯一100%获利指标，牢记三大标准，股市就是提款机$宏辉果蔬 sh603336$ $莱茵体育 sz000558$ $跃岭股份 sz002725$ $阿科力 sh603722$ 胡亦彰的秒...', '2018-06-23 23:20:52')
('股市永不坑人的黄金铁律：股票七不买三不卖，句句经典，永珍藏$红宇新材 sz300345$ $跃岭股份 sz002725$ $阿科力 sh603722$ $宁德时代 sz300750$ 胡亦彰的秒...', '2018-06-23 23:19:49')
('股市奇才分享：三大绝招三种心态七口诀,读懂的人都赚钱了#300750宁德时代# $跃岭股份 sz002725$ $阿科力 sh603722$ $蓝晓科技 sz300487$ 凌_BLove新...', '2018-06-23 10:35:50')
('资都错了，这才是“成交量”准确的使用方法,如果学会,炒股犹如提$红宇新材 sz300345$ $跃岭股份 sz002725$ $阿科力 sh603722$ $宁德时代 sz300750$ 胡亦彰的秒...', '2018-06-23 08:48:09')
('发布了头条文章：《下周创业板将现反弹的重要时机》#投资达人说# $亚夏汽车 sz002607$ $跃岭股份 sz002725$ |下周创业板...', '2018-06-23 04:22:40')
('发布了头条文章：《超盘手爱不释手的短线秘籍,学会少走弯路！》 #新浪财经头条# #新浪看点# #股市~a股~大盘~股票# \ue627头条文章 $跃岭股份 sz002725$ +$晓程科技 sz300139$ +$南京聚隆 sz300644$ +$沙河股份 sz000014$ |超盘手爱不...', '2018-06-22 23:01:58')
('发布了头条文章：《关键走势精心布局；可立克 阿石创 跃岭股份 江龙船艇 》 #新浪财经头条# #新浪看点# #上证快讯# $可立克 sz002782$ $阿石创 sz300706$ $跃岭股份 sz002725$ $江龙船艇 sz300589$ |关键走势精...', '2018-06-22 22:37:49')
('没有看好的个股只是看好大盘要反弹中科跌停板开盘我醉了 也不能割最低点吧跃岭没事 跳空低开但是补缺已经蛮强了下周看反弹 无力吐槽我A ...展开全文c', '2018-06-22 10:59:02')
('49岁杭州女股民讲透了“K线的线上阴线买，线下阳线抛”，太绝了$红宇新材 sz300345$ $跃岭股份 sz002725$ $阿科力 sh603722$ $宁德时代 sz300750$ 胡亦彰的秒...', '2018-06-22 08:48:25')
('发布了头条文章：《主力惊天阴谋揭露：跃岭股份+兖州煤业+正平股份》 $跃岭股份 sz002725$兖州煤业 sh600188$正平股份 sh603843$ \ue627 股票A股[超话]# |主力惊天阴...', '2018-06-22 05:16:17')
('股市唯一130%获利的黄金铁律——线上阴线满仓，线下阳线清仓！$宏辉果蔬 sh603336$ $莱茵体育 sz000558$ $跃岭股份 sz002725$ $阿科力 sh603722$ 胡亦彰的秒...', '2018-06-22 04:25:37')
('发布了头条文章：《跃岭股份002725 ：新一轮回调趋势震撼来袭，站稳此点必将再度爆发》 $跃岭股份 sz002725$ #跃岭股份 sz002725[股票]#微博股票[超话]#热门股票点评#股票分析[超话]#热门股票推荐# |跃岭股份00...', '2018-06-22 02:58:11')
('发布了头条文章：《MACD买点绝技，献给散户的生存之道 ！》 #新浪财经头条# #新浪看点# #股市~a股~大盘~股票# \ue627头条文章 $东方财富 sz300059$ +$新和成 sz002001$ +$跃岭股份 sz002725$ +$包钢股份 sh600010$ |MACD买点绝...', '2018-06-22 01:39:48')
('$上证指数 sh000001$ $中小板指 sz399005$ $创业板指 sz399006$ $贵州茅台 sh600519$#牛股挖掘者# #强势之道# #短线老张擒牛# @微博股票喜报，喜报，（跃岭股份002725）午后拉升翻红了，早盘老张低位跌4个点的时候提示大家把握低吸关注的个股，目前开始获利4个点，看看主力会不会偷摸上来。', '2018-06-22 01:23:46')
('跃岭股份（002725）午后拉升翻红了，早盘低位跌4个点的时候提示大家把握低吸关注的个股，目前开始获利4个点，看看主力会不会偷摸上来。#牛股推荐##沪港通# @微博股票 $华谊兄弟 sz300027$ $中兴通讯 sz000063$', '2018-06-22 01:22:06')
('今天漏网了两条大鱼 集泰股份 胆子小了点 没做 红宇新材 一直在我的直播中反复强调关注 结果上午一直在电话中 没有看到启动 遗憾了 上午提示的两只消遣票 中原特钢 跃岭股份 有小肉 下周再战吧 网页链接', '2018-06-21 23:36:23')
('个股方面，老李直播间反复提醒的中线股新安股份 600596走势活跃，此股灾16—17之间有很强的支撑，目前这一两个月也在尾盘这个区间蓄势震荡，一旦摆脱这个区域的困扰，接下来有望开启新一轮主升浪，大资金股友可以中线的关注下。 #投资达人说# $跃岭股份 sz002725$', '2018-06-21 23:04:12')
('$红宇新材 sz300345$ 这是要天地板的节奏，$超频三 sz300647$ 打开了空间，但是没带动送转。于是资金可能从连板股角度寻找交易的逻辑，如果红宇新材这里起来了，那么后面会带动大量前期被砸的强势股做多，进而形成板块效应#投资达人说# $跃岭股份 sz002725$', '2018-06-21 23:02:37')
('三大板块慢慢起来了，今天收周线，周线目前是根跳空大阴线，今天上攻收中阳还是有好处，周线可以收出下影线，下周的回踩就可以有个空间，有个振荡做底的区域。那么下周崩盘的概率就会减小，反而反弹的概率将会大增！#投资达人说# $跃岭股份 sz002725$', '2018-06-21 23:00:20')
('相信我的，赚钱问题好像不是很大，不相信我的老是观望的错过了就和我没关系了。这周操作哪几只票。新余国科获利出局，跃岭股份获利出局，华峰股份获利，路畅科技获利。昨天的科林环保和今天的集泰股份还在涨停的路上。其他的姚记扑克新华都加了几次仓赚的少就不说了。这周好像也就这几只票了。还是那句 ...展开全文c', '2018-06-21 22:56:48')
('$跃岭股份 sz002725$ 这只票回档可以跟踪关注一下，前面逆市上升的个股，这两天休整，逢低跟踪关注，看看给不给机会，轻仓。', '2018-06-21 22:56:43')
('跃岭股份（002725）这只票回档可以跟踪关注一下，前面逆市上升的个股，这两天休整，逢低跟踪关注，轻仓。#牛股推荐# #沪港通# @微博股票 $华谊兄弟 sz300027$ $中兴通讯 sz000063$', '2018-06-21 22:55:27')
('上海炒股天才终于把“成交量”讲明白了，一旦掌握，股市是取款机$宏辉果蔬 sh603336$ $莱茵体育 sz000558$ $跃岭股份 sz002725$ $阿科力 sh603722$ 胡亦彰的秒...', '2018-06-21 08:36:11')
('庄家最怕的短线“指标之王”CCI指标，十拿九稳原来炒股很简单$红宇新材 sz300345$ $跃岭股份 sz002725$ $阿科力 sh603722$ $宁德时代 sz300750$ 胡亦彰的秒...', '2018-06-21 08:32:01')
('午评，昨天进的跃岭股份按计划落袋了，吃了个涨停。今天开盘推荐的友讯达目前还不错，丰元和创源没动，因为看到了大盘股拉指数，所以有所担心，这点早上也提醒了多次，目前的情况最好不要轻易出手，出手也要严格控制仓位，其余的就下午再看\ue627 今日看盘 $友讯达 sz300514$', '2018-06-21 07:20:08')
('发布了头条文章：《教你用老鸭头选股，掌握让你紧跟暴利牛股》 #新浪财经头条# #新浪看点# #股市~a股~大盘~股票# \ue627头条文章 $格力电器 sz000651$ +$京东方Ａ sz000725$ +$跃岭股份 sz002725$ +$远望谷 sz002161$ |教你用老鸭...', '2018-06-21 07:17:18')
('跃岭股份出了今天，亏了一点点，交易就是这样，昨天价格还在涨停板上，今天就低开低走了，还好没亏多少，行情如此惨淡，我还是按照我自己的选股方法和操作计划。今天进了 环能科技，这个股完全符合我的选股方法，大盘最近四天表现垃圾，它完全没什么影响，低位进的它，今天表现良好，希望明天有个好的 ...展开全文c', '2018-06-21 06:40:36')
('"CCI"才是股市唯一100%获利指标，牢记三大标准，股市就是提款机$红宇新材 sz300345$ $跃岭股份 sz002725$ $阿科力 sh603722$ $宁德时代 sz300750$ 胡亦彰的秒...', '2018-06-21 06:19:16')
('发布了头条文章：《跃岭股份(002725) :5G概念股，主力机构抢筹755亿，满仓直接干就行！》 #跃岭股份 sz002725[股票]# $跃岭股份 sz002725$ |跃岭股份(0...', '2018-06-21 06:04:31')
('发布了头条文章：《加速赶底后有暴力反弹》 #投资达人说# $亚夏汽车 sz002607$ $跃岭股份 sz002725$ |加速赶底后...', '2018-06-21 04:58:24')
('如果炒股是一坛美酒那股民朋友们已然醉死了个股风险特别大 选错就跌停关键是基本没得选 都这样所以该休息的继续休息毕竟干不过主力目前持仓： ...展开全文c', '2018-06-21 03:51:33')
('$红宇新材 sz300345$ 高开后快速跳水，直至跌停，使得市场人气受到明显打击。跟风小弟$跃岭股份 sz002725$ 一路翻绿。$集泰股份 sz002909$ 封板一天尾盘大跳水，成交量急剧风大，有大量资金出逃。$猛狮科技 sz002684$ 三连板接力，后市能否继续打开高度？ ...展开全文c', '2018-06-21 03:33:33')
('发布了头条文章：《跃岭股份（002725）： 明天是关键的一天，值得期待》 $跃岭股份 sz002725$ \ue627 股票分析 #财经头条# |跃岭股份（...', '2018-06-21 03:33:04')
('今天又是100股跌停板，22只涨停，大盘两个点的振幅，俨然一副老乡别走的架势，红宇新材天地板埋了很多人；亚夏汽车昨天追高的今天直接被闷杀；跃岭股份止步两连板；全天强势的名家汇和集泰股份尾盘开板，大概率明天被闷杀了；妇联继续大跌，高点跌下来已经40%的跌幅了，而且直奔破发而去；药明康德已经 ...展开全文c', '2018-06-21 03:21:21')
('激进的朋友，这个位置选择一些次新股的除权品种，超频三趋势在那里摆着，既然这么都砸不死，那么大概率接下来还是死不了的。跃岭股份，欣天科技等我觉得都可以尝试，仓位只要别太重问题不大的', '2018-06-21 02:57:11')
('周期股，大蓝筹早盘冲那么猛，没有能有效带动市场情绪，随着冲高回落，指数再度开始大幅度杀跌。周期股经历过前期多次考验，被证明跌下去还能起来所以，今天尾盘明天应该是低吸的机会#投资达人说# $跃岭股份 sz002725$', '2018-06-21 02:06:14')
('发布了头条文章：《跃岭股份(002725) :5G概念股，游资156亿加码吸筹，后市有望弯道超车》 #跃岭股份 sz002725[股票]# $跃岭股份 sz002725$ |跃岭股份(0...', '2018-06-21 02:02:36')
('市场已经雪崩，特别是创业板，今天大概率是要创出新低了，而创业板的下跌，其实更加恐怖，断崖式杀跌，根本没有止跌的迹象，如果今天再次跌破前期新低，那么继续寻底之路将是遥遥无期#投资达人说# $跃岭股份 sz002725$', '2018-06-21 01:45:19')
('早盘出越岭股份全转远望谷这股灾过的，也算美滋滋了#股票# $远望谷 sz002161$ $跃岭股份 sz002725$ |南充·和平...', '2018-06-21 01:43:42')
('芯片概念股异动拉升。友讯达、跃岭股份、木林森、盈方微、江化微、国民技术、耐威科技、聚灿光电等个股均有拉升表现$深证成指 sz399001$ 网页链接', '2018-06-21 01:36:31')
('当前最稳健的做法就是等市场二次探底后的企稳，巨阴线附近很容易出大阴线，今天早盘也说过，目前各大指数均处于空头压制状态，还没有走强，目前的反弹也仅仅被认为超跌反弹，即使操作也要保持仓位，切记追涨追高，市场需要一次二次探底才会攻击的更猛烈和强劲。#投资达人说# $跃岭股份 sz002725$', '2018-06-21 01:19:18')
('接下来几天，利用市场调整低吸钢铁，地产等品种，我不敢说一定赚钱，但是不亏钱的概率还是很大的#投资达人说# $跃岭股份 sz002725$', '2018-06-21 01:05:29')
('今日强势股名家汇、集泰股份、猛狮科技，游资集体抱团炒，跃岭股份遭资金抛弃；亚夏汽车行情彻底结束，昨天欢乐哥也清仓逃跑；重组龙头红宇新材今天买的全部吃大面，本来想今天1/4仓位买点，昨晚很认真仔细研究实控人背后一堆P2P公司，早盘还高开9个多点，所以放弃了。前期主线高送转（填权+预期）仅 ...展开全文c', '2018-06-21 00:10:54')
('收盘吃饭,帮大家看看票，有这几支票的朋友不懂得来问我$葛洲坝 sh600068$ $长川科技 sz300604$$跃岭股份 sz002725$ $海特高新 sz002023$#微博看市# #股市~a股~大盘~股票#', '2018-06-20 23:46:43')
('发布了头条文章：《跃岭股份002725 ：新一轮回调趋势震撼来袭，股民：及时减仓才是王道》 $跃岭股份 sz002725$ #跃岭股份 sz002725[股票]#热门股票推荐#热门股票点评#微博股票[超话]\ue627 股票分析 |跃岭股份00...', '2018-06-20 23:11:26')
('$集泰股份 sz002909$ 二板定真龙，高送转填权概念最先涨停，换手良好。涨停后有$超频三 sz300647$ 及$跃岭股份 sz002725$ 等跟风小弟，后市看好。开盘封死涨停，随后开盘继续封死。超跌龙头$猛狮科技 sz002684$ ，底部巨量换手封板，较低的位置带来一定的安全边际，广州体育东路、上海溧阳路等一线游 ...展开全文c', '2018-06-20 22:10:53')
('大盘正在维稳回升，手中持有中天能源、西藏发展、跃岭股份、濮耐股份的朋友们有疑问可以来问我，我来帮你们解答。$中天能源 sh600856$ $西藏发展 sz000752$$跃岭股份 sz002725$ $濮耐股份 sz002225$', '2018-06-20 21:58:09')
('对于市场虽然短期市场功能情绪还没法直接恢复，但是投资在现阶段如果都没有信心，那么后期你根本没法走出来，虽然前天暴跌破坏了短期技术走势，但是底部周期始终存在。文博不建议短期修复反弹中去追反弹，这点必须明确强调，打开账户，注意在45附近加仓昨日的尾盘股阿石创，芯片概念股将会在贸易摩擦下 ...展开全文c', '2018-06-20 21:52:49')
('在近期的行情中有两点需要注意思路一定要清晰：1、虽然短期市场并没有在资金面上爆发多大的动力，但是短期反弹修复昨日分析了还未结束。2、即便短期反弹修复后还有反复，但是也依然是底部的反复磨砺走势，并不需要过度去悲观盲目。同时大家注意到前天和昨天基本都是在同一个低位附近强势护盘抵触。这说 ...展开全文c', '2018-06-20 21:47:35')
('$宇顺电子 sz002289$我获利出了买入$跃岭股份 sz002725$ 三成', '2018-06-20 21:45:03')
('今天3连板已出现！@北京豪哥888:六月量化股今天7支涨停板:通用股份，赞宇科技，集泰股份，跃岭股份，森霸传感，远望谷，昇兴股份。其中森霸传感是15号发布过的今天又板的，集泰股份和跃岭股份是2连板。', '2018-06-18 07:51:40')
('豪哥分享-----每周大盘晴雨表（留个资料）发布时间：2018.06.18.20:08. <豪哥工作室>诚邀天使投资人。跟我合作有多种方式：一、做天使投资人每年分红。二、代客理财给固定回报，年化收益率18%。三、代客操盘，用你的账户我来炒，一票一结三七分。四，指导操盘，一票一算三七分成。 收起全文d', '2018-06-20 21:44:56')
('[强]昨日龙头早知道送出3只涨停板！【跃岭股份】+12%【集泰股份】+5%【红宇新材】+13%[皱眉]今日高开止盈？？？开盘验证实力！ |苏州·萨莉...', '2018-06-20 21:39:47')
('跃岭股份开盘出一半，另一半择机落袋\ue627 今日看盘', '2018-06-19 21:38:58')
('跃岭股份可以直接买，仓位不要多#\\$跃岭股份 sz002725$', '2018-06-20 21:27:04')
('看看外围市场的情况吧,市场权衡国际贸易关系进展,其中美国与欧盟贸易关系可能得到改善,美股涨跌互现，纳指再创新高,道指七日连跌创去年3月以来最长连跌记录,市场反弹初始，大家信心还是不足，大家注意把握好这三天的超跌反弹机会，先看看集合竞价的情况吧！ #跃岭股份 sz002725[股票]# ...展开全文c', '2018-06-20 21:26:00')
('中、日、英、加、俄19国同时减持美债 其中俄罗斯直接抛售了持有的一半美债，显然俄罗斯在去美元化；日本减持幅度最大最持续，各国都在加大抛售美债收回对美元投资，如果各国抛售美债都像俄罗斯那样，那美国可就会吃不消了 #跃岭股份 sz002725[股票]# #红宇新材 sz300345[股票]# #今日看盘# #新浪财经#', '2018-06-20 21:24:46')
('AI芯片独角兽寒武纪获数亿美元融资，据媒体20日报道，寒武纪宣布完成数亿美元B轮融资，本轮融资由中国国有资本风险投资基金、国新启迪、国投创业、国新资本联合领投，原股东元禾原点、国科投资、阿里巴巴创新投、中科图灵等继续跟投支持。该轮融资后，寒武纪整体估值达25亿美元。 ...展开全文c', '2018-06-20 21:20:15')
('【周三热点复盘】军工：红宇新材、猛狮科技、新余国科、中航三鑫、中航电子、英飞拓、火炬电子钢铁：西宁特钢、八一钢铁、首钢股份、柳钢股份泛填权：集泰股份、超频三、跃岭股份、泰永长征、友讯达、昭衍新药、泰合健康、川金诺、中大力德医药：大理药业、昭衍新药、泰合健康、泰格医药并购重组 ...展开全文c', '2018-06-20 21:17:37')
('发布了头条文章：《A股惊现抄底机会：古井贡酒 跃岭股份 彩讯股份》$古井贡酒 sz000596$跃岭股份 sz002725$彩讯股份 sz300634$上证指数 sh000001$ |A股惊现抄...', '2018-06-20 21:15:14')
('$跃岭股份 sz002725$实现连板，目前来看，股价有反转的欲望，明天面临前高是关键，如能顺势上攻涨停，则可打开空间，但也要谨慎派发压力，导致冲高回落，这种情况则宜减仓。', '2018-06-20 21:08:53')
('8:58 新进来的朋友，你好，本博直播的精彩即将为你呈现，如果你觉得的分析的好，请你持续的锁定本栏直播节目或则收藏本博地址，以便你下次观看，你的支持是我们持续更新最大的动力，祝你投资顺利，更多的精彩请看博文———跃岭股份连板吹响超跌反弹号角。', '2018-06-20 20:59:12')
('科技类的，002725跃岭股份（汽零+芯片）二板，300139收小阳，板中多只个股上攻，芯片是中长线的板块，持续关注，目前已经是超跌，300706之类的走势，都是稳健的。5G中，300514友讯达（叠加）封板，300638广和通仍值得继续关注。', '2018-06-20 12:22:05')
('个人看法，6/21 周四一，大盘，大阴后小极阴次阳的走法，如果明天早上可以跳空高开就是最好，最恐慌的一段过去了。当然还有反复，仍需做一次回踩，就属于正常的走势了。操作上仍然是当超跌反弹看待。二，板块1：并购重组，在002607的时候就是最强的，现在接力的是300345红宇新材（昨天提示去排板 ...展开全文c', '2018-06-20 20:57:22')
('市场强势股池（选取每日市场人气标的作为风向标）300345 红宇新材（股权转让四+1板）002684 猛狮科技 （超跌二板）002909 集泰股份 （次新+填权二板）603045福达合金（近期开板次新）002725 跃岭股份 600117 西宁特钢 300647 超频三', '2018-06-20 20:50:30')
('#股市老枪#强势股 红宇新材：股权转让，5板，一字板开板。深圳侨香智慧广场主封，郑州黄河路和杭州飞云江协封。 集泰股份：次新+有机硅涨价，2板，N形反转。 猛狮科技：光伏概念，超跌反弹，2板。中投广州体育东主封。 跃岭股份：5G+芯片+填权+贸易战概念，2板。 超频 ...展开全文c', '2018-06-20 20:46:56')
('超跌反弹，短线操作机会来了。证监局不会严厉打压，可以炒作次新股。今日个人短线关注票：集泰股份、跃岭股份、冀凯股份 。', '2018-06-20 20:26:07')
('$上证指数 sh000001$ $深证成指 sz399001$ $中小板指 sz399005$ $创业板指 sz399006$今天关注以下几个，集泰股份，泰永长征，新余国科，福达合金，红宇新材，超频三，跃岭股份，猛狮科技。', '2018-06-20 19:50:05')
('关注股池新股：药明康德、深信服、汉嘉设计、欣锐科技、福达合金送转预期+业绩：金奥博、岱勒新材、中大力德、新余国科贸易战：跃岭股份、阿科力、晓程科技其它：红宇新材、集泰股份、远望谷、猛狮科技、亚夏汽车、超频三', '2018-06-20 19:35:03')
('\ue627 今日看盘超跌反弹，短线有的做～最近钢铁股强势，八一钢铁首钢西宁特钢中钢国际等的强势涨停，可以注意下～低位次新，重组概念，贸易芯片等的，有所表现～就差出现一枝龙头带领大家，希望晓程科技能够担此重任，当然跃岭股份集泰股份猛狮股份等的两板个股也要注意～昨天的强势反弹了今天不一定 ...展开全文c', '2018-06-20 18:46:12')
('$集泰股份 sz002909$ 与$跃岭股份 sz002725$ 这两支板后股都很好，其中002909开板秒板，没给机会，除非竞价后挂涨停价，这股能成交。开盘后买就跟不上。大盘每次暴跌后，率先走出行情的个股，往往会继续上涨。这也是我会积极跟进强股的原因。大盘一时间难逆转，但强势个股会出现报复性反弹。', '2018-06-20 12:52:30')
('最近微博老忘记发。。。维信&公号 “魔都夜行的复盘计划”上更新比较早，大家可以关注下。\ue627 A股 \ue627 股票 #魔都夜行的复盘计划# \ue627 财经盘面空间：五+一板：超频三五板：红宇新材 ...展开全文c', '2018-06-20 12:24:21')
('[2018.06.20复盘]昨板今均：ths：3.91% xgb：4.29%涨停：47 跌停：62 炸板：165b：红宇新材（前面复牌4个一字非自然）2b：集泰股份 猛狮科技 跃岭股份 ...展开全文c', '2018-06-20 11:40:03')
('发布了头条文章：《跃岭股份连板吹响超跌反弹号角》 #今日看盘# #投资达人说# @微博股$中兴通讯 sz000063$ $华谊兄弟 sz300027$ |跃岭股份连...', '2018-06-20 10:31:48')
('市场强势股池（选取每日市场人气标的作为轮动炒作和风向标）红宇新材（股权转让四+1板）猛狮科技 （超跌二板）集泰股份 （填权二板）福达合金（次新股）跃岭股份 西宁特钢 超频三...展开全文c', '2018-06-20 10:31:03')
('贸易战：跃岭股份——晓程科技跃岭股份：本次市场大跌，很大程度要归咎于贸易战，这个是刺激因素，而且这个题材来回反复，短期内是不可能彻底解决的，所以未来一段时间，贸易战肯定还会被资金持续翻炒。', '2018-06-20 10:27:13')
('6月20日重点股发布大单流向超短线邦宝益智、洛凯股份、欣天科技、科创信息、科锐国际、高风险科林环保、泰永长征、金奥博、森霸传感、福达合金、深信服、猛狮科技、远望谷、陕西金叶、华昌达、华斯股份、新宙邦、华谊嘉信、中海达、川金诺、昇兴股份、友讯达、跃岭股份、翔港科技、泰合健康、通 ...展开全文c', '2018-06-20 10:18:59')
('香港股神坦白：“量比”是股市100%赚钱指标曝光，3分钟获27次掌声#300750宁德时代# $跃岭股份 sz002725$ $阿科力 sh603722$ $蓝晓科技 sz300487$ 凌_BLove新...', '2018-06-20 09:46:24')
('股市唯一战胜庄家的黄金秘笈：一分钟选股法，股票书上找不到$阿石创 sz300706$ $跃岭股份 sz002725$ $亚夏汽车 sz002607$ 宿栩碧4106...', '2018-06-20 09:31:02')
