('19岁股市奇才豪言曝光：MACD指标100%盈利方法，4分钟获28次掌声 $东山精密 sz002384$ $璞泰来 sh603659$ $罗平锌电 sz002114$ $太极股份 sz002368$ 论A股堂的...', '2018-07-24 10:58:37')
('每日备选标的 芯片软件类$中国软件 sh600536$ $兆日科技 sz300333$ $太极股份 sz002368$这3只标的中国软件跟太极股份盘子都比较大，如果效仿去年的方大炭素行情，很有可能走成趋势型。就是不停涨涨不停。反而如果上头意思是防止过快短线操作，这种具有人气的股票中，可能走出一个标杆。还是要密切关 ...展开全文c', '2018-04-20 02:24:09')
('昨天几坨大面里，就太极表现出逆反。。。$太极股份 sz002368$', '2018-04-20 01:43:46')
('午评：三大指数上半场又出现了走弱的情况，因此个股跌多涨少，不过只要不是追高，按照回撤买的方法来，指数下跌往往是机会，能克服对下跌的恐惧，理性并有耐心的等待买点，才能稳定长久的获利。个股方面深南电路按计划开盘加仓，5日线T出，做了3%空间，剩下的仓位下周择机出。另外35.43进了太极股份， ...展开全文c', '2018-04-20 00:43:28')
('收盘吃饭，有拿着天邑股份，湖南盐业，七一二，太极股份这几只票的，留言或私信我，一一答复。$天邑股份 sz300504$ $湖南盐业 sh600929$$七一二 sh603712$ $太极股份 sz002368$#.今日看盘.# #微博看市# #股票#', '2018-04-19 23:50:29')
('大盘短期下跌还没有企稳【午评】周五早盘两市震荡走低，次新股跌幅居前。从盘面上看，周五两市竞价低开，受周四尾盘次新股上演开板潮影响，次新股开盘继续杀跌，万兴科技、七一二、德生科技跌幅居前。数字中国概念股方面，太极股份开盘拉升，中国软件跟涨。但顶点软件、宝信软件、恒锋信息等前期表现 ...展开全文c', '2018-04-19 23:38:28')
('发布了头条文章：《4.20 题材大跌。市场环境变差，注意风险或许才刚开始》 #今日看盘# ##国民技术~sz300077# #乐视网 sz300104[股票]# #紫光国芯 sz002049[股票]# 海南大跌，粤传媒 海航创新 中国软件破板，太极股份回落 |4.20 题...', '2018-04-19 23:21:32')
('早盘趁反弹将航发科技、北斗星通和美亚柏科全部卖出，目前只持有紫光国芯、北方华创、长川科技、兆易创新、太极股份和风华高科（少量观察盘，在跌停板附近埋伏挂买入单）。', '2018-04-19 22:35:56')
('发布了头条文章：《主力最新阴谋:太极股份+北方华创+启明星辰》 $太极股份 sz002368$ +$北方华创 sz002371$ +$启明星辰 sz002439$ #股票分析# #财经头条# |主力最新阴...', '2018-04-19 22:25:47')
('发布了头条文章：《太极股份(002368)盘中重磅消息,主力资金开始进场,反攻走势开启》 #热门微话题# #股票分析# #财经头条# $太极股份 sz002368$ |太极股份(0...', '2018-04-19 22:19:33')
('昨天情绪逆转之后，芯片高潮，今日分化严重，资金今天非常亢奋，大科技类的个股不少走加速行情，例如太极股份，但是这类票是走趋势的，有大量资金潜伏着，昨天已经涨停了，今天再去加速，容易引发中长线资金的出货。说白了，游资被里面的机构收割了；此外，传言粤传媒被监管层指导撤单，目前最有可能打 ...展开全文c', '2018-04-19 22:17:57')
('太极股份这支票均线多头排列，走上涨趋势，据此操作，后果自担。$上证指数 sh000001$', '2018-04-19 22:08:49')
('今天股市中的护盘君：（好人），国产芯片、酿酒（注意，要科技兴国）、部分3开头的股票！比如直播间持续提前的软件人气股$太极股份 sz002368$ 的走势有望成妖，比较当前高位股都没有超过四板，此股能否突破这个压制呢.@微博股票 #今日看盘# $乐视网 sz300104$ $中兴通讯 sz000063$', '2018-04-19 22:06:24')
('$华锋股份 sz002806$ 三板！涨停！芯片主题概念国民技术、太极股份等逆势发力。', '2018-04-19 21:58:49')
('太极股份——昨天尾盘我还加仓了0.5成，37元上方获利了结！', '2018-04-19 21:42:23')
('今天看太极股份，35.43,控制仓位#今日看盘#', '2018-04-19 21:38:44')
('昨天有跟进直播 介入太极股份的朋友，记得冲高减仓！！短线利润4%左右了 网页链接', '2018-04-19 21:35:46')
('今天软件补救个股，太极股份，中国软件！但是不要追，做T的股友可以逢高出货！', '2018-04-19 21:33:45')
('今天的市场情绪不好，自昨日必创开板被砸后妖股的反弹机会就不大了，而近期的高位股大家也尽量不要去碰。今天可以关注一下知识产权（$安妮股份 sz002235$ ）国产软件（$浪潮信息 sz000977$ 、$太极股份 sz002368$ ）海南板块（粤传媒今日有机会反包）。', '2018-04-19 21:28:01')
('安妮股份知识产权的龙头，一波回踩基本快到位，明日有回踩12附近，进入低吸模式，可以去接了。浪潮信息回踩5、10日线可以分批捡一点筹码，科技年这里机构有拿筹码的动作、太极股份国产软件中军，目前软件板块指数是最强的，昨天虽然被炸但是趋势还在，5日线附近可以留意低吸机会。...展开全文c', '2018-04-19 21:12:20')
('题材利好04201、阿里达摩院自主研发AI芯片 4只概念股迎机遇关注：中科创达、中科曙光、全志科技、富瀚微2、首届数字中国建设峰会召开在即 关注6只概念股关注：南威软件、榕基软件、易华录、蓝盾股份、浪潮软件、太极股份3、雄安新区今年将建13大产业项目 关注5只概念股 ...展开全文c', '2018-04-19 21:10:23')
('数字中国周末大会，如果有超预期的东西，那么下周一可能还会有高点，所以今天还有低吸博弈的机会，看太极股份这个中军给不给低吸机会，周末的数字中国会议应该又会刷屏，如果有超预期的东西出现，毕竟机构和成泉都在大幅介入，软件板块指数走的也不错，还是有值得博弈的空间。 网络安全可以继续关注三 ...展开全文c', '2018-04-19 21:10:07')
('数字中国周末大会，如果有超预期的东西，那么下周一可能还会有高点，所以今天还有低吸博弈的机会，看太极股份这个中军给不给低吸机会，周末的数字中国会议应该又会刷屏，如果有超预期的东西出现，毕竟机构和成泉都在大幅介入，软件板块指数走的也不错，还... 网页链接', '2018-04-19 20:57:02')
('发布了头条文章：《收获涨幅75%太极股份的核心秘密》 $上证指数 sh000001$ #今日看盘# |收获涨幅75...', '2018-04-19 19:23:15')
('指数盘中走A 强势股往往会形成“仙人指路”，而这也恰恰给我们带来了难得的短线上车机会。昨天类似这样的股票有很多——比如除了$北方华创 sz002371$ 以外，还有$太极股份 sz002368$ ……（这同时也意味着 小盘题材股行情不会昙花一现，很快还会卷土重来。）', '2018-04-19 18:15:58')
('微基因建亚洲领先基因芯片实验室：微基因建亚洲领先基因芯片实验室原创 2018-04-19 大牛        指数在资源股的带领下拉高，但万兴科技等“人气次新”以及数字中国太极股份午后开板跳水，...文字版>> 网页链接 （新浪长微博>> 网页链接）', '2018-04-19 12:54:56')
('午后三大指数集体走弱，创业板指由红翻绿，万兴科技、太极股份、建科院纷纷炸板跳水，市场炸板率超6成。', '2018-04-19 12:05:21')
('晚上其实考虑两个事情就行了。第一，炸板的票和炸板回封的票存在的延伸关系。第二，软件类的太极股份，华胜天成，绿盟科技，卫士通这种类型的长上影，与芯片类的北方华创，台基股份，紫光国芯这类的长上影在明天的演化情况。就我个人而言，第一个考虑其实只是揣摩明天的资金偏好概率。而第二个问题 ...展开全文c', '2018-04-19 12:00:05')
('万兴科技大面15%，德生科技大面15%，明阳电路大面12%，粤传媒大面9%，太极股份大面7%。我知道很多打板的同学们吃面...网页链接', '2018-04-19 11:42:08')
('发表了博文《太极股份》太极股份，小盘股的概念，13号选出之后，股价一路拉升短短5天的时间，累积涨幅超过25%。也是再次恭喜看了本人的选股文章抓住了这一波收益的粉丝朋友。|太极股份', '2018-04-19 11:28:51')
('发布了头条文章：《4.19一凡盘后作业》 #财经头条文章# #投资达人说# #今日看盘# #太极股份 sz002368[股票]# #华东电脑 sh600850[股票]# #中国软件 sh600536[股票]# 看完点个赞，养成好习惯！ |4.19一凡盘...', '2018-04-19 10:59:18')
('#雨哥看盘##今日看盘#天空地海一体化网络：“互联网＋卫星”的未来。德生科技炸板，不少涨停也跟随炸开，创业板指由红翻绿，万兴科技、太极股份、建科院纷纷炸板跳水，市场炸板率超6成。指数开始回落，妖股的延续性很难再像之前那么强了。... 网页链接', '2018-04-19 10:57:08')
('中泰证券-计算机 自主可控：电话会议纪要-相关标的：【中科曙光】与AMD合作生产自主CPU芯片+服务器；【中国软件】中标麒麟操作系统+飞腾芯片+达梦数据库+中间件。飞腾芯片包括FT-1500A和FT-2000/64CPU芯片。【中国长城】飞腾电脑终端和飞腾服务器；【浪潮信息】服务器+存储 ；【太极股份】数据库（持有 ...展开全文c', '2018-04-19 10:42:24')
('4月19日重点股发布大单流向超短线高风险恒润股份、、中石科技、华铭智能、盘龙药业、科蓝软件、诚迈科技、华测导航、名臣健康、长城科技、朗科智能、必创科技、天邑股份、德生科技、万兴科技、粤传媒、彩讯科技、太极股份、锋龙股份', '2018-04-19 10:40:25')
('凯伦股份填权之路，明日低开可关注，太极股份，5日线附近低吸，会议期间应有超预期，明天再分享，明日盘前在交易我的计划！', '2018-04-19 10:32:46')
('4连板：粤传媒； 5天4板：德生科技； 3连：华锋股份 2连：国民技术/中国软件/太极股份/明阳电路./必创科技/兆日科技 硬件硬顶了两天，下午能不能来个软件的腾飞？？', '2018-04-19 10:07:28')
('13点04分：粤传媒炸开四板，收1.03%；14点07分：中国软件炸开两板，收5.6%；14点17分，德生科技炸开反包板，收-4.92%；14点17分，太极股份炸开两板，收2.79%；14点23分，万兴科技炸开情绪板，收-5.39%；14点28分，明阳电路炸开两板，收-2.11%。#万兴科技 sz300624[股票]#', '2018-04-19 09:53:34')
('太极股份~又又又涨停了~~从数字中国到自主可控~就没缺席过~~~', '2018-04-19 09:42:07')
('太极股份：强势主力百亿重仓增持，小散：还吃肉不割肉就不错了$太极股份 sz002368$ $聚隆科技 sz300475$ $易成新能 sz300080$ 壹支小仙女...', '2018-04-19 09:36:46')
('1、芯片这块，明天留意龙头国民技术和兆日科技这二个，如果恐慌性低开下跌，有承接的话可以低吸。2、博彩这边总龙头粤传媒被砸，但是尾盘二个小弟缺回封，资金做多意愿还是比较强烈，明天可以留意粤传媒5天线方向的低吸机会。3、太极股份，软件龙头，今... 网页链接', '2018-04-19 09:09:26')
('软件今天其实走的非常强，软件板块指数昨天已经突破新高了，软件股中线依然看好。一致性也没用芯片这么高，太极股份和中国软件都是换手拉板的，太极股份今天是欢乐海岸主导的，周末数字中国大会，batj全体出席，规格还是很高的，今天被错杀，明天大概率会... 网页链接', '2018-04-19 09:06:32')
('今天炸板的太多了，晚餐，夜宵都是面$太极股份 sz002368$ #太极股份# $万兴科技 sz300624$', '2018-04-19 08:55:21')
('#今日看盘# 今日大部分时间活跃的科技股，主要是因为一句话“中国的科学技术主要集中在军工企业”，如此央企军工和中国电子集团（包括几大计算机研究所）旗下的一些个股，如中国软件、思创电子、华东电脑、国睿科技、太极股份、卫士通、杰赛股份等，在今天大部分时间表现良好。不过到了尾盘，在次新股 ...展开全文c', '2018-04-19 08:21:23')
('周四复盘明日操作方向，今日万兴科技，德生科技，电路板明阳电路逻辑本就弱，放弃，粤传媒被海航创新上位，放弃，中国软件，太极股份杀跌可分批低吸。填权凯伦股份明天大概率低开 可适当低吸，炒作来讲，目前市场4板空间明显，明天可以关注 华峰股份+4天3板海航创新，能否走出4板5板高度，能否扩展，总 ...展开全文c', '2018-04-19 07:57:40')
('果断收藏备用！芯片行业细分概念龙头股排行榜！$粤传媒 sz002181$ $太辰光 sz300570$ $太极股份 sz002368$', '2018-04-19 07:46:48')
('点评:午后随指数跳水，各种面霸，因4板粤传媒被指导，恐慌出现，资金被炸，数字中国龙头德生科技炸板跑路，和万兴科技成最大面霸，其中中国软件，太极股份，山东墨龙，阴阳电路等等全部咋成灰，如果在晚几分钟，彩讯股份也会被炸烂，海航创新4天3板上位粤传媒，龙韵股份回封。3板仅剩华峰股份，2板国 ...展开全文c', '2018-04-19 07:10:26')
('$太极股份 sz002368$ 我这嘴呀。。。不幸言中还好我跑的够快。开板没像以前一样顶着幻想回封。开几分钟后我看顶不住，回撤一个点就清了。。。。', '2018-04-19 06:23:14')
('发布了头条文章：《4.19北斗复盘：尾盘炸板潮！+明天操作思路！》 #太极股份 sz002368[股票]# #德生科技 sz002908[股票]# |4.19北斗复...', '2018-04-19 06:18:16')
('#航天电子 sh600879[股票]# $太极股份 sz002368$ $中国软件 sh600536$ #上证快讯# #上证指数sh000001# |航天电子（...', '2018-04-19 05:46:30')
('发布了头条文章：《最新A 股诊断：中国软件 国民技术 太极股份 东方财富》 $中国软件 sh600536$ $国民技术 sz300077$ $太极股份 sz002368$ $东方财富 sz300059$ #上证快讯# |最新A 股诊...', '2018-04-19 05:44:42')
('发布了头条文章：《太极股份（002368）：尾盘炸板，拉高出货玩的溜》 #资金流向# #微博看市# $太极股份 sz002368$ |太极股份（...', '2018-04-19 05:31:05')
('临近尾盘，创业板指快速跳水翻绿，明阳电路、万兴科技、建科院、太极股份等个股均打开涨停板。点评：跳水真迅速。。', '2018-04-19 03:51:02')
('$中国软件(SH600536)$黄药师收盘点评。连板票，仅剩华锋股份3板，国民技术和兆日科技2板三个票，国民技术和华锋股份一字板，兆日科技一字板回封。趋势票，中国软件和太极股份也炸的七零八落。趋势票和连板票两个集团军打群架，双输局面。', '2018-04-19 03:44:40')
('今天是传说中的4.19魔咒日，由于美国意图贸易谈判，前期主要针对的铝，钢铁等率先反弹，煤炭，航空等跟涨，大盘涨25.98点，科技股如软件服务，互联网等果然冲高回落，中国软件，太极股份等炸板，还有很多人准备做妖王万兴科技的牛回头，今天上午勇敢拉涨停板，下午2.20以后放大量炸板，大跌5.39%，这一 ...展开全文c', '2018-04-19 03:37:19')
('昨天文章因为敏感词被删。那一撬，确实风情万种。另外专门针对信口开河，模棱两可的“分化”观点，给了自己的看法，今天早上因为担心分化，出局高科技概念的又开始后悔了。对于高科技，应该要有格局。美国制裁阿里云，，太极股份因为太极云，快速涨停。妖股每天一个反弹，就剩下了万兴科技，今天 ...展开全文c', '2018-04-19 03:29:19')
('太辰光吃15个点走了，尾盘无聊进一点娱乐仓，幸好今天拜山不看盘，不然我可能就买太极股份了，收盘一看真坑', '2018-04-19 03:22:00')
('【收评：沪指涨近1%重返3100点，有色板块大涨，白马股回暖，$白云山(SH600332)$ 涨停】指数午后走弱，创业板指翻绿。有色板块大涨，中国铝业等6股涨停。白酒、家电等白马股回暖。万兴科技、太极股份等多股午后炸板。截止收盘，沪指报3117.38点，涨0.84%；深证成指报10598.35点，涨1.02%；创业板指报182 ...展开全文c', '2018-04-19 03:19:28')
('太极股份，万兴科技，德生科技，。。。。。。这一堆的大面，都是人性作怪，归结起来，还是那句话，末端行情，做个看客未必不是好的选择；要博弈，看看这个操作：早盘出太辰光，弟媳海航创新，', '2018-04-19 03:16:01')
('德生科技 万兴科技 粤传媒 太极股份 明阳电路，涨停买入的，估计都被坑了。海峡股份，涨停买入的，到今天已经亏损快40%了。#股票#', '2018-04-19 03:14:45')
('德生科技这狗逼引发了万兴科技太极股份明阳电路一大堆炸板。老子本来考虑明阳电路封单还有5000万左右准备走人起码还有余地。结果还有八千多万就直接炸了害我卖到均价在48.1.以下没了六个点利润。天口巴股份直接亏损快9个点。贵研铂业顶住了。渤海股份石化机械都够强。这盘面看来还得大跌。没法 ...展开全文c', '2018-04-19 03:08:58')
('$凯伦股份 sz300715$ $神雾节能 sz000820$ $神雾环保 sz300156$ $太极股份 sz002368$ $风华高科 sz000636$ $盘龙药业 sz002864$ $德生科技 sz002908$ $*ST华泽 sz000693$ $万兴科技 sz300624$ $七一二 sh603712$ #今日看盘# #股票投资#大盘经过昨日探底回升走势后，今日继续快速反弹，做多热情很高涨 ...展开全文c', '2018-04-19 03:08:47')
('太极股份好像玩的是最后三板的套路呢，就是翻倍前的最后三板', '2018-04-19 03:06:17')
('午后三大指数集体走弱，$万兴科技 sz300624$ 、太极股份、$建科院 sz300675$ 纷纷炸板跳水，市场炸板率超6成。中小板目前仍然没有做好准备冲击年线 高科技板块今天也在趁热收割韭菜', '2018-04-19 02:58:33')
('临近尾盘，创业板指快速跳水翻绿，明阳电路、万兴科技、建科院、太极股份等个股均打开涨停板。#今日看盘# 网页链接', '2018-04-19 02:55:54')
('$太极股份 sz002368$ 涨停板砸到现在还在出货,真心伤不起 数据显示 该股成交了不少小小散', '2018-04-19 02:55:33')
('#财经# #牛股推荐# #大盘~股市~股票~证券~中线~短线# 临近尾盘，创业板指快速跳水翻绿，明阳电路、万兴科技、建科院、太极股份等个股均打开涨停板。', '2018-04-19 02:52:00')
('太极股份 、德生科技、 中国软件、必创科技开始炸板 不少早盘强势个股 ,全部开始炸板 ！ 老陈直播间反复提示追高有风险，希望大家有所收获！！$太极股份 sz002368$ $德生科技 sz002908$', '2018-04-19 02:45:11')
('今天封板的家数19家，开板的家数34家，炸板率高达65%，临近尾盘，创业板指快速跳水翻绿，明阳电路、万兴科技、建科院、太极股份等个股均打开涨停板。还剩不到半小时交易时间，上证的首要目标是守住3100很恐怖的数据；$上海钢联 sz300226$ $风华高科 sz000636$ 跌停', '2018-04-19 02:44:11')
('$太极股份 sz002368$ 太极股份午后开板快速跳水，国产替代概念有降温趋势，科技进步是一步一个脚印走出来的，给虚浮的市场降降温是好事。', '2018-04-19 02:43:19')
('#财经# #牛股推荐# #大盘~股市~股票~证券~中线~短线# 股指至少需要回踩3107没有回踩之前的冲高，会不断冲高回落午后三大指数集体走弱，创业板指由红翻绿，万兴科技、太极股份、建科院纷纷炸板跳水，市场炸板率超6成。', '2018-04-19 02:39:42')
('$太极股份 sz002368$ 德生科技 也开始炸板 不少早盘强势个股 全部开始炸板 ！', '2018-04-19 02:39:24')
('$万兴科技 sz300624$ $德生科技 sz002908$ $太极股份 sz002368$ 炸还好我跑的快， 开板我就跑了', '2018-04-19 02:37:07')
('随着德生科技炸板，太极股份、中国软件、万兴科技纷纷开板，太辰光、天邑股份直线跳水。现在大资金封板信心都不是很足，稍有风吹草动就开砸', '2018-04-19 02:31:51')
('建科院炸板了，中国软件也开始炸板 ！太极股份， 德生科技 也开始炸板 不少早盘强势个股 全部开始炸板， 风险不断的过大！万兴科技这个炸板也太恐怖了', '2018-04-19 02:29:12')
('午后活跃的个股炸板率非常的高，注意$太极股份 sz002368$ 突破的开板，难道跟证监会的辟谣有关吗？不过雄安股突然的异动，建科院，建研院及设计总院纷纷快速的异动拉升，这难道又是要上杠子建设的节奏了吗？ #原创首发##今日看盘# @微博股票 $乐视网 sz300104$ $中兴通讯 sz000063$', '2018-04-19 02:28:14')
('随着妖王万兴科技、TMT龙头太极股份涨停板的打开，科技股纷纷下挫，创业板跳水，盘面氛围转谨慎。... 网页链接', '2018-04-19 02:26:12')
('盘面贿赂及，多个个股开板。中国软件。德生科技。太极股份等。凯伦股份打开后回封。创业板回落快到平盘位置附近了。今日下午温和回落的好。那样的话明日的机会还是比较有', '2018-04-19 02:22:30')
('以下是未来两周重要事件及相关股票名单#黑马集中营# $太极股份 sz002368$ @微博股票', '2018-04-19 02:15:03')
('昨天龙虎榜上面，太极股份，纳思达，都是机构进场的，同一家。今天在太极涨停之后，纳思达回封了。所以有时看见这种机构不断进场的可以多观察一下其中的逻辑', '2018-04-19 01:45:33')
('太极股份，4月10日老牛提示关注。该股7个交易三涨停，今日再涨停，二连板，累计涨幅接近30%！炒股是一场持久战，选择低估的股票大胆布局，长期持股，波段操作，胜利非你莫属！', '2018-04-19 01:36:47')
('目前两市，4连板：粤传媒**炸板；  5天4板：德生科技； 3连：华锋股份  2连：国民技术/中国软件/太极股份/明阳电路./必创科技/兆日科技', '2018-04-19 01:30:22')
('“数字中国”概念股：300525博思软件：正宗福州本地电子政务股，受益本次“数字中国”建设峰会，筹码锁定良好，能量温和放大，下周有参与机会。同时可跟踪：300075数字政通、300287飞利信、300020银江股份、002368太极股份、002279久其软件、000555神州信息、300271华宇软件、300205天喻信息、300579数 ...展开全文c', '2018-04-19 01:12:18')
('1.粤传媒早上超预期4板，打开近期市场高度，他的4板和德生科技的3+1给出了市场信心。2.芯片这里分歧在加剧。软件这边不温不火，都在走换手，太极股份、中国软件换手板，德生科技昨天跌停翘板今天换手涨停，数字中国周末的预期在升温。3. 妖股这边万兴科技终于龙回头，龙王出手号召力明显好于之前的 ...展开全文c', '2018-04-19 01:12:05')
('早盘走势基本跟板哥盘前预期相同，昨天高潮的芯片板块，早上龙头一字开出来，国民技术、太辰光、华锋股份、兆日科技。明阳电路高开快速涨停。现在太辰光率先分歧掉队，芯片这里分歧在加剧。而软件这边不温不火，反而都在走换手，太极股份、中国软件换手板，德生科技昨天跌停翘板今天换手涨停，数字中 ...展开全文c', '2018-04-19 00:49:01')
('朋友们我们在股市要有股市自己的逻辑！当一个板块被无限放大之后，其实没有很好的参与机会了，尤其是现在大部分都是老股民，对于套路也都了然于胸。这俩天关注老梁直播的朋友收益无限大吃肉不停！300701前面低吸的朋友！今天收获涨停板收益在8%！太极股份！收获俩个版20%以上！300504天邑股份收获俩个 ...展开全文c', '2018-04-19 00:47:18')
('只干龙头不干杂毛是真理，早上干活耽误了，9成$太极股份 sz002368$ 开盘看一下平盘没动，还有一成$数字政通 sz300075$ 犹豫没有换过来，少赚了点钱', '2018-04-19 00:44:35')
('感觉软件股是有一波中线资金在持续性做多的，自3.26日股灾结束后，你可以看看很多软件股都是在不断新高的。卫宁健康，中国软件，太极股份等。而创业板指数每次的拉升，也都是软件股在发力带动的，这些是创业板的核心品种#新浪财经# #每日股市# #原创首发# @微博股票 $乐视网 sz300104$ ...展开全文c', '2018-04-18 23:43:34')
('#赢在早盘# 周四早盘总体是昨日龙头的延续伴随分化；具体看，芯片集成电路华锋股份一字三连板加速，国民技术一字连板，明阳电路兆日科技和必创科技连板，软件太极股份和中国软件高开连板，太极股份逆袭率先连板，新启动华东电脑低开加速板；海南板块粤传媒高开缩量四连板，龙韵股份高开反包板，海航创 ...展开全文c', '2018-04-18 23:40:02')
('自主可控的核心标的：芯片：中国长城（飞腾）软件：中国软件、北信源、启明星辰等整机：中国长城、联想电脑、同方股份、华东电脑等 ...展开全文c', '2018-04-18 23:39:20')
('智慧城市$太极股份 sz002368$ 龙头已确定！科技不会沉寂，更不会便宜给你，你越晚越买的贵！', '2018-04-18 23:32:24')
('$中国软件$，$太极股份$最猛....$中国长城$、$启明星辰$也不错...', '2018-04-18 21:27:33')
('发布了头条文章：《三点共振推动核心产业发展》 |三点共振推...', '2018-04-18 23:26:28')
('收盘，市场今日探底回升，盘中创了今年以来的新低，最终小幅的上涨，创业板再芯片概念，软件等两大板块井喷的带领下，走势强劲，一口气拉了3%之多，大家早盘跟随老师节奏的股友，今日都有不错的收获，早盘老师给市场的定位，大家现在明白了吧！$太极股份 sz002368$ 等个股封死涨停板，这样的个股也走势 ...展开全文c', '2018-04-18 23:22:38')
('软件股大概率是有一波中线资金在持续性做多的，自3.26日股灾结束后，你可以看看很多软件股都是在不断新高的卫宁健康，中国软件，太极股份等。而创业板指数每次的拉升，也都是软件股在点火或助攻，这些是创业板的核心品种。我们刚才提到的卫宁健康也由-1.6%到目前的翻红，漂亮。', '2018-04-18 23:21:27')
('牛逼的人原来都是师出同门$中国软件 sh600536$ $太极股份 sz002368$ $万兴科技 sz300624$ $彩讯股份 sz300634$ $德生科技 sz002908$', '2018-04-18 23:16:36')
('感觉软件股是有一波中线资金在持续性做多的，自3.26日股灾结束后，你可以看看很多软件股都是在不断新高的。#卫宁健康 sz300253[股票]# ，#中国软件 sh600536[股票]# ，#太极股份 sz002368[股票]# 等。而创业板指数每次的拉升，也都是软件股在发力带动的，这些是创业板的核心品种#投资达人说# ...展开全文c', '2018-04-18 23:15:57')
('牛股都是强者恒强，002368太极股份，4天3板，这里两连板，很喜欢这种不要命火拼的时代！', '2018-04-18 23:15:06')
('市场做多情绪高涨，但在存量资金作用下，出现了部分个股资金承接出现了炸板的现象。要重视的是太极股份以及中国软件的连板加速，意味着基本面诉求在提升，同样机构资金认可度更高。（关注有基本面支撑的国产替代个股）', '2018-04-18 23:14:06')
('#股票# 牛散大学堂2018年4月11号内参首届“数字中国”峰会内参股票 太极股份（002368）短短几天累计涨幅32.99%，内参其它科技个股均有不俗表现。', '2018-04-18 23:10:25')
('昨日午后的良好走势加上昨晚美国有可能与我们就MYZ相关问题谈判消息，今日沪指一路震荡上行，昨天沪股通净买额创近期记录，开盘后白马股一马当先，军工涨势良好，芯片走势分化，早盘我以35.4小幅加仓太极股份，以204卖出一半兆易创新，以80.5卖出江丰电子，以68.9加仓长川科技，以72.5卖出加仓的股份， ...展开全文c', '2018-04-18 23:10:10')
('#太极股份# 连续两个涨停 和中兴有关？？如果这一波能到10%我就卖🙊', '2018-04-18 22:54:13')
('洪兴科技社 太极股份算是蒋先生 万兴就是浩南哥', '2018-04-18 22:41:24')
('刚刚短线品种有点类似$太极股份 sz002368$ 走势。目前看缺陷是没有太极的板块效应#今日看盘# #全民赛实盘# #柯洁再战人工智能# $乐视网 sz300104$', '2018-04-18 22:38:02')
('发布了头条文章：《002368太极股份：意外惊喜要重演 这回不怕买错卖错》 #股市~a股~大盘~股票# #财经头条文章##太极股份 sz002368[股票]# |002368太极...', '2018-04-18 22:30:14')
('26块钱上车的#太极股份 sz002368[股票]# 几乎是隔天平出了，现在38.58元了', '2018-04-18 22:15:14')
('$太极股份 sz002368$ 002368---走势符合正牌趋势股的走势！', '2018-04-18 22:14:12')
('数字中国太极股份板还在等什么城市大脑智慧交通、智慧医疗、智慧城市', '2018-04-18 22:13:54')
('我擦，老情人太极股份也太猛了吧.....目瞪口呆....', '2018-04-18 22:13:22')
('中国芯继续发力 $太极股份 sz002368$ $隆基股份 sh601012$ $北方华创 sz002371$ $紫光国芯 sz002049$ $通威股份 sh600438$ 等等都在上攻 不过今天按照现在的点位看是短线的卖点 不是追进去的合适点位', '2018-04-18 21:51:55')
('发布了头条文章：《最新罕见内幕消息：太极股份 北方华创 山东墨龙 海南瑞泽》 $太极股份 sz002368$ $北方华创 sz002371$ $山东墨龙 sz002490$ $海南瑞泽 sz002596$ #上证快讯# #股票# |最新罕见内...', '2018-04-18 21:45:06')
('赵老哥，欢乐海进去了，后市怎么走？难道是复制太极股份的走法？', '2018-04-18 13:18:06')
('情绪转折板$？博敏电子 sh603936$ 看明天溢价，$太极股份 sz002368$ 主升浪，$必创科技 sz300667$ 妖股反抽同期的几只都能关注', '2018-04-18 11:40:57')
('短线几只重点个股：中石科技+必创科技（次新龙），海航创新+粤传媒（海南），太极股份+新大陆（数字中国），华锋股份+北方华创（芯片）。', '2018-04-18 09:01:28')
('【4月18日龙虎榜】北信源、太极股份、北方华创、纳思达，机构净买入科技股。今日机构买卖详情，见下图：', '2018-04-18 08:25:30')
('形态战法征名: [美人肩+长颈(暂定)]，参考下面图一，上证今年元旦连阳走势形态，参考个股贵州燃、712、黑马、九典、佩蒂、智度、太极股份的形态，给图形配上一个简单易记的名称。字数限定在六个字以内，词性、组合形式均不限。名称符合形态特性，文字简练便于记忆和传播。具有唯一性，不能与其他人的任 ...展开全文c', '2018-04-18 04:00:05')
('发表了博文《中国芯强势启动！知耻而后勇！》午后开盘，国产新片板块呈现井喷盛况，台基股份反包涨停，带动了上海贝岭，太极股份，北方华创，有研新材，紫光国芯，润欣科技等一大批芯片半导体个股的冲击涨停情景，芯|中国芯强势...', '2018-04-18 03:10:32')
('供大家参考//@选股宝APP: 挖到了下一个太极股份？', '2018-04-03 10:01:00')
('①背靠3M、艾默生等客户，毛利率秒杀行业公司，一家牛逼哄哄的PCB细分小龙头；②15年年化收益率8.37%，一份社保基金持仓表透露的秘密，十大名单有三只押中同一行业；③挖掘到一只数字中国核心标的，下一个太极股份？④十年数据告诉你，此板块二季度涨幅20%是底线；⑤35页重磅深度谈一个进口替代行业， ...展开全文c', '2018-04-03 10:02:21')
('数字中国，再了解一下？//@脱水研报: 既然太极股份又涨停了，那就转一次好了~', '2018-03-28 02:23:25')
